Name,Score,Rank,Popularity,Genres,Episodes,Start Date,End Date,Producers,Studios
Wonder Balls Season 2,N/A,13745,18183,"Comedy, Kids",26,"Feb 25, 2019","Jun 24, 2019","None found, add some","None found, add some"
Aggressive Retsuko (ONA) 2nd Season,7.76,906,1826,"Comedy, Slice of Life",10,"Jun 14, 2019",?,"Sanrio, Netflix",Fanworks
Holo no Graffiti,8.48,120,2898,Comedy,Unknown,"May 5, 2019",?,"None found, add some",Hololive Production
Ultraman,6.70,5048,3915,"Action, Sci-Fi, Seinen, Super Power",13,"Apr 1, 2019",?,"Dentsu, Tsuburaya Productions, Fields, Bandai Namco Arts, Netflix, G holdings","Production I.G, Sola Digital Arts"
Promare: Lio-hen,7.05,3522,3924,"Action, Sci-Fi, Super Power, Mecha",1,"May 24, 2019",?,XFLAG,Trigger
Promare: Galo-hen,6.91,4069,3931,"Action, Sci-Fi, Super Power, Mecha",1,"May 24, 2019",?,XFLAG,Trigger
Rilakkuma to Kaoru-san,7.65,1159,4936,Kids,13,"Apr 19, 2019",?,Netflix,dwarf
Yichang Shengwu Jianwenlu,6.42,6531,5681,"Supernatural, Vampire",13,"Jun 28, 2019","Sep 20, 2019",bilibili,MMT Technology
Carole & Tuesday Specials,5.80,9236,6761,Comedy,8,"Jun 28, 2019","Oct 16, 2019","None found, add some",Bones
Fairy Tail x Mameshiba,5.73,9507,7714,Comedy,1,"Apr 12, 2019",?,"None found, add some","None found, add some"
"Maou-sama, ""Petit"" Retry!",5.99,8621,7807,Comedy,23,"Jun 17, 2019","Sep 28, 2019",On-Lead,AQUA ARIS
Machikado Mazoku Mini,5.87,9037,8258,Comedy,36,"Jun 24, 2019","Sep 30, 2019",Magic Capsule,AQUA ARIS
Fairy Ngoo,5.29,10745,8971,"Music, Comedy, Demons, Supernatural, Fantasy",4,"Apr 10, 2019","May 1, 2019","None found, add some",TOHO animation
Cinderella Girls Gekijou: Kayou Cinderella Theater 4th Season,6.32,6984,9014,"Slice of Life, Comedy",7,"Apr 2, 2019","Jun 25, 2019","None found, add some","Gathering, Lesprit"
Wan Jie Xian Zong 2nd Season,7.39,1987,9445,"Action, Adventure, Historical, Demons, Romance, Martial Arts, Fantasy",40,"Apr 25, 2019","Sep 9, 2019",Ruo Hong Culture,"None found, add some"
Doupo Cangqiong 2nd Season Specials,7.31,2337,9453,"Action, Adventure, Demons, Fantasy",3,"Apr 14, 2019","Apr 28, 2019","Tencent Penguin Pictures, China Literature Limited",Motion Magic
Kouya no Kotobuki Hikoutai Gaiden: Oozora no Harukaze Hikoutai,N/A,16149,9509,"Action, Military, Adventure",12,"Apr 10, 2019","Feb 29, 2020","None found, add some","None found, add some"
Ling Jian Zun 2nd Season,7.06,3478,9872,"Action, Adventure, Romance, Martial Arts, Fantasy",30,"May 28, 2019","Sep 6, 2019","None found, add some",Soyep
Chokotto Anime Kemono Friends 3,5.75,9440,9942,"Adventure, Comedy, Fantasy",Unknown,"Apr 2, 2019",?,"None found, add some","None found, add some"
Onna Maou Melissa no H na Boukenki,5.50,?,9970,"Hentai, Demons, Magic, Fantasy",2,"May 17, 2019","Jun 7, 2019",BOMB! CUTE! BOMB!,"None found, add some"
Pokemon Masters: Trainers Great Gathering Special Animation,6.29,7125,9993,"Action, Game, Kids, Fantasy",1,"Jun 27, 2019",?,"None found, add some",OLM
Line Novel,6.17,7792,10561,Slice of Life,2,"Apr 16, 2019",?,"None found, add some","Pine Jam, CloverWorks"
Qin Shi Ming Yue: Tian Xing Jiu Ge 2nd Season,6.59,5572,11142,"Action, Historical, Martial Arts, Fantasy",30,"Apr 24, 2019","Nov 8, 2019","None found, add some",Sparkly Key Animation Studio
Nendo no Tatakai (2019),3.76,11717,11243,"Action, Comedy",1,"May 22, 2019",?,"None found, add some","None found, add some"
Battle Spirits: Saga Brave,6.83,4426,11311,"Game, Military, Sci-Fi, Adventure, Demons",3,"Jun 14, 2019","Jan 24, 2020","None found, add some",Bandai Namco Pictures
Ganbare! Kakure Ase Project,6.02,8463,11912,"Music, Slice of Life, School",1,"May 17, 2019",?,"None found, add some",G-angle
Yin Yang Shi: Ping An Wu Yu 2nd Season,6.21,7555,12397,"Slice of Life, Comedy, Historical, Demons, Supernatural",12,"Jun 26, 2019","Oct 26, 2019","None found, add some","Blade, Thundray"
Kick-Flight,5.72,9544,12692,"Game, Music",1,"Jun 4, 2019",?,"None found, add some",MAPPA
Yichang Shengwu Jianwenlu Specials,5.90,8936,12849,Comedy,13,"Jun 28, 2019","Sep 20, 2019","None found, add some","None found, add some"
"Hi no Tori ""Dougo Onsen-hen""",N/A,15349,13244,"Historical, Supernatural",4,"May 24, 2019","Nov 20, 2020","None found, add some",Pony Canyon
Jue Ming Xiang Ying,N/A,15704,13752,"Action, Sci-Fi, Mecha",30,"Jun 2, 2019","Dec 15, 2019","None found, add some","Tencent Penguin Pictures, BUILD DREAM"
Cosmos Trailer,6.24,7393,13991,"Music, Slice of Life",1,"Jun 6, 2019",?,"Half H.P Studio, Flat Studio",A-1 Pictures
Essential Free & Easy,N/A,14902,14062,"Music, Dementia",2,"Apr 1, 2019","Jul 2, 2019","None found, add some","None found, add some"
Chuizhi Shijie,N/A,14641,14673,"Slice of Life, Comedy, Supernatural, Magic, Fantasy",12,"Jun 18, 2019","Aug 27, 2019",bilibili,Haoliners Animation League
Beng Huai Xinghe,N/A,14380,14883,"Action, Sci-Fi, Adventure",12,"May 5, 2019","Jul 14, 2019","None found, add some",Kaca Entertainment
Niigata no Edamame-ou Shiba,N/A,12021,14935,Kids,3,"Apr 8, 2019",?,"None found, add some","None found, add some"
"Taka no Tsume-dan Yoshida Presents ""Sengoku Taiga"" no Susume",N/A,13247,15191,"Comedy, Game, Parody, Samurai",1,"Apr 24, 2019",?,"None found, add some","None found, add some"
Taka no Tsume x Johnson: Tatakae! Jokin Shitennou,N/A,13242,15614,"Comedy, Parody, Super Power",Unknown,"May 17, 2019",?,"None found, add some",DLE
Kamiusagi Rope x Ricordi,N/A,15828,16193,"Comedy, Slice of Life",3,"Apr 26, 2019","Oct 2, 2019","None found, add some","None found, add some"
Latina no Nikki,N/A,16261,16223,Slice of Life,77,"Apr 28, 2019","Sep 23, 2019","None found, add some",Maho Film
Dou Hun Wei Zhi Xuan Yue Qiyuan III,N/A,14826,16334,"Adventure, Fantasy",13,"May 27, 2019","Aug 19, 2019","None found, add some",Yi Chen Animation
Broadcast by Bibby,N/A,14465,16707,Comedy,Unknown,"May 31, 2019",?,"None found, add some","None found, add some"
Bakugan: Battle Planet Short Anime,N/A,14338,17066,"Action, Game, Comedy, Fantasy",50,"Apr 18, 2019","Oct 17, 2019","None found, add some",TMS Entertainment
Karrimor Mountain Club 2,N/A,15876,17071,"Adventure, Slice of Life",3,"Apr 14, 2019",?,"None found, add some","None found, add some"
Zhandouban Geji! Second Season,N/A,14049,18054,"Music, Slice of Life, Comedy",14,"Apr 10, 2019","Jul 12, 2019","None found, add some","None found, add some"
Master Piece The Animation,7.75,?,4178,Hentai,2,"May 31, 2019","Aug 30, 2019",Pink Pineapple,T-Rex
Aikagi The Animation,7.13,?,5495,Hentai,1,"Apr 26, 2019",?,Pink Pineapple,"None found, add some"
Megane no Megami,7.28,?,6380,Hentai,2,"May 31, 2019","Jun 7, 2019",Lune Pictures,T-Rex
"Tenioha! 2: Nee, Motto Ecchi na Koto Ippai Shiyo? The Animation",6.86,?,7076,Hentai,1,"Jun 28, 2019",?,Pink Pineapple,Studio 1st
Tsuma ga Kirei ni Natta Wake,6.38,?,7203,Hentai,2,"Apr 5, 2019","May 31, 2019","None found, add some",T-Rex
Jitaku Keibiin (2019),6.35,?,7337,Hentai,4,"May 31, 2019","Sep 27, 2019","None found, add some",Suzuki Mirano
Ano Danchi no Tsuma-tachi wa... The Animation,6.79,?,7359,Hentai,2,"May 26, 2019","Oct 25, 2019",Showten,"None found, add some"
Shakuen no Eris,6.24,?,8384,"Hentai, Fantasy",4,"Jun 28, 2019","Feb 28, 2020","None found, add some",PoRO
Sakuramiya Shimai no Netorare Kiroku,5.68,?,8481,Hentai,2,"Jun 21, 2019","Sep 27, 2019",Mediabank,Queen Bee
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,8.65,56,327,"Drama, Romance, School, Supernatural",1,"Jun 15, 2019",?,"Aniplex, Tokyo MX, Hakuhodo DY Music & Pictures, Nagoya Broadcasting Network, BS11, ABC Animation, Kadokawa",CloverWorks
"Kimi to, Nami ni Noretara",7.60,1296,1348,"Drama, Romance, Supernatural",1,"Jun 21, 2019",?,Lawson Entertainment,Science SARU
Koutetsujou no Kabaneri Movie 3: Unato Kessen,7.70,1049,1678,"Action, Horror, Supernatural, Drama, Fantasy",1,"May 10, 2019",?,"Aniplex, Dentsu, Fuji TV, Kansai Telecasting",Wit Studio
Kaijuu no Kodomo,7.17,3004,2199,"Drama, Mystery, Seinen, Supernatural",1,"Jun 7, 2019",?,"None found, add some",Studio 4°C
Hibike! Euphonium Movie 3: Chikai no Finale,7.76,915,2564,"Music, Drama, School",1,"Apr 19, 2019",?,"Lantis, Shochiku, Heart Company",Kyoto Animation
Cencoroll Connect,7.24,2659,3119,"Action, Sci-Fi",1,"Jun 29, 2019",?,Aniplex,Think Corporation
Hakubo,6.43,6459,3914,"Romance, School",1,"Jun 21, 2019",?,"None found, add some",Twilight Studio
Detective Conan Movie 23: The Fist of Blue Sapphire,7.83,796,3949,"Action, Mystery, Comedy, Police, Drama, Shounen",1,"Apr 12, 2019",?,"Shogakukan-Shueisha Productions, Yomiuri Telecasting, Nippon Television Network",TMS Entertainment
Fate/kaleid liner Prisma☆Illya: Prisma☆Phantasm,6.59,5599,4408,"Action, Game, Comedy, Magic",1,"Jun 14, 2019",?,"None found, add some",SILVER LINK.
Birthday Wonderland,6.51,6008,4409,"Adventure, Fantasy",1,"Apr 26, 2019",?,"Aniplex, Dentsu, Fuji TV, Warner Bros. Japan",Signal.MD
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,7.38,2049,5178,"Harem, Music, Comedy, Romance, Shoujo",1,"Jun 14, 2019",?,"None found, add some",A-1 Pictures
Lupin the IIIrd: Mine Fujiko no Uso,7.29,2444,5259,"Action, Adventure, Drama, Seinen",1,"May 31, 2019",?,"None found, add some",Telecom Animation Film
Ta ga Tame no Alchemist,6.48,6185,5466,"Action, Adventure, Magic, Fantasy",1,"Jun 14, 2019",?,"Magic Capsule, flying DOG",Satelight
Laidbackers,6.17,7791,7331,"Comedy, Magic, Fantasy",1,"Apr 5, 2019",?,flying DOG,Studio Gokumi
Frame Arms Girl Movie: Kyakkya Ufufu na Wonderland,5.83,9152,7362,"Action, Sci-Fi, Slice of Life, Mecha",1,"Jun 29, 2019",?,"None found, add some","Zexcs, Studio A-CAT"
Pandora to Akubi,6.15,7850,8455,"Action, Fantasy, Shoujo",2,"Apr 5, 2019",?,"Tatsunoko Production, XFLAG, Sonilude",Bakken Record
Crayon Shin-chan Movie 27: Shinkon Ryokou Hurricane - Ushinawareta Hiroshi,6.86,4276,10173,"Comedy, Seinen",1,"Apr 19, 2019",?,"TV Asahi, Asatsu DK",Shin-Ei Animation
Tannishou wo Hiraku,N/A,13277,11251,Historical,1,"May 24, 2019",?,"None found, add some","None found, add some"
"Evangelion Shito, Hakata Shuurai",6.08,8179,11565,"Action, Sci-Fi, Mecha",1,"Jun 7, 2019",?,"None found, add some",Khara
King of Prism: Shiny Seven Stars III - Leo x Yuu x Alexander,N/A,16003,11972,"Music, Sports, Shoujo",1,"Apr 13, 2019",?,"None found, add some",Tatsunoko Production
King of Prism: Shiny Seven Stars IV - Louis x Shin x Unknown,N/A,16004,12055,"Music, Sports, Shoujo",1,"May 4, 2019",?,"None found, add some",Tatsunoko Production
Zetsubou no Kaibutsu,N/A,14033,14919,"Horror, Drama",1,"Jun 10, 2019",?,"None found, add some","None found, add some"
Dayan to Tama to Tobi Neko to: 3-tsu no Neko no Monogatari,N/A,14745,15243,"Adventure, Kids, Magic",2,"May 10, 2019",?,"Asmik Ace, MMDGP","None found, add some"
Anne's Secret Diary,N/A,14235,15771,"Dementia, Drama, Music",3,"Jun 28, 2019",?,"None found, add some","None found, add some"
Sore Ike! Anpanman: Kirameke! Ice no Kuni no Vanilla-hime,N/A,13050,15858,"Comedy, Kids, Fantasy",1,"Jun 28, 2019",?,"None found, add some","None found, add some"
Bakutsuri Bar Hunter Movie: Nazo no Barcode Trial! Bakutsure! Shinkaigyo Poseidon,N/A,14344,17181,"Adventure, Kids",1,"Apr 26, 2019",?,"None found, add some",Toei Animation
Oshiri Tantei Movie 1: Curry Naru Jiken,N/A,12277,17287,"Mystery, Comedy, Kids, Fantasy",1,"Apr 26, 2019",?,"None found, add some","None found, add some"
Anklet to Aoi Umi,N/A,14234,17521,Fantasy,1,"Jun 6, 2019",?,"None found, add some","None found, add some"
Uchi no 3 Shimai Movie,N/A,13550,17564,"Slice of Life, Comedy, Kids",1,"Apr 26, 2019",?,"None found, add some","None found, add some"
Kataude,N/A,15885,17756,Drama,1,"Jun 11, 2019",?,"None found, add some",Genco
One Punch Man 2nd Season Commemorative Special,6.86,4303,2586,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural",1,"Apr 3, 2019",?,"None found, add some",J.C.Staff
Watashi ni Tenshi ga Maiorita! Special,7.28,2504,3613,"Comedy, Shoujo Ai, Slice of Life",1,"May 24, 2019",?,"None found, add some",Doga Kobo
Poputepipikku TV Special,7.37,2058,3834,"Comedy, Parody, Dementia",2,"Apr 1, 2019",?,AC-Bu,"None found, add some"
Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,6.90,4151,4416,"Slice of Life, Comedy, Shoujo Ai",1,"Apr 24, 2019",?,"None found, add some",Doga Kobo
Persona 5 the Animation Specials,6.90,4137,5076,"Slice of Life, Comedy",2,"May 29, 2019","Jun 26, 2019","None found, add some",CloverWorks
Märchen Mädchen Specials,6.00,8557,6707,"Magic, Fantasy, School",2,"Apr 25, 2019",?,"None found, add some",Hoods Entertainment
Tenki no Ko CMs,6.46,6300,7994,"Music, Slice of Life",Unknown,"Jun 30, 2019",?,"None found, add some","Enishiya, FILMONY"
Mini Toji: Yume,6.21,7578,10541,"Action, Fantasy",1,"May 24, 2019",?,"None found, add some","None found, add some"
Virtual-san wa Miteiru Specials,N/A,13648,11564,"Music, Comedy",2,"May 24, 2019",?,"None found, add some","None found, add some"
Cinderella Girls Gekijou: Climax Season Specials,N/A,14655,12319,"Comedy, Slice of Life",3,"Jun 26, 2019","Aug 23, 2019","None found, add some","None found, add some"
Genji Fantasy: Neko ga Hikaru Genji ni Koi wo Shita,N/A,15066,12564,"Fantasy, Historical, Romance",1,"Apr 2, 2019",?,"None found, add some","None found, add some"
Space Shower Man: Legacy for the Future,N/A,13106,15349,"Action, Comedy, Game, Music",1,"Apr 8, 2019",?,"None found, add some","None found, add some"
Tayo-ui Jangnangam Adventure,N/A,13305,17231,"Adventure, Cars, Kids",1,Apr 2019,?,"None found, add some","None found, add some"
Ojisan to Sakana,N/A,12177,17477,Comedy,1,"May 21, 2019",?,"None found, add some",Liberty Animation Studio
Mob Psycho 100 II,8.82,26,92,"Action, Slice of Life, Comedy, Supernatural",13,"Jan 7, 2019","Apr 1, 2019","Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan",Bones
Kakegurui××,7.31,2351,84,"Game, Mystery, Psychological, Drama, School, Shounen",12,"Jul 1, 2017","Sep 23, 2017","Dentsu, Square Enix, Mainichi Broadcasting System, Movic, KlockWorx, DIVE II Entertainment, 81 Produce, Avex Pictures, FuRyu",MAPPA
Domestic na Kanojo,6.73,4896,284,"Drama, Romance, School, Shounen",12,"Jan 12, 2019","Mar 30, 2019","Mainichi Broadcasting System, Kodansha, flying DOG, DMM pictures, Bit Promotion",Diomedéa
Date A Live III,7.16,3018,609,"Sci-Fi, Harem, Comedy, Romance, Mecha, School",12,"Jan 11, 2019","Mar 29, 2019","Nippon Columbia, Kadokawa",J.C.Staff
Boogiepop wa Warawanai (2019),7.09,3357,918,"Mystery, Dementia, Horror, Psychological, Supernatural, Drama",18,"Jan 4, 2019","Mar 29, 2019","AT-X, Kadokawa Media House, Kadokawa",Madhouse
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",7.74,954,1151,"Slice of Life, Comedy",12,"Jan 9, 2019","Mar 27, 2019","AT-X, NBCUniversal Entertainment Japan, Tokyo MX, Avex Pictures, Q-Tec, BS11, ABC Animation, GYAO!, BookLive",Zero-G
3D Kanojo: Real Girl 2nd Season,7.67,1115,1244,"Romance, School, Shoujo",12,"Jan 9, 2019","Mar 27, 2019","VAP, Docomo Anime Store, DeNA, D.N. Dream Partners",Hoods Entertainment
Manaria Friends,6.64,5327,1603,"Demons, Fantasy, Magic, Supernatural",10,"Jan 21, 2019","Mar 25, 2019","Asmik Ace, Cygames, Happinet",CygamesPictures
Ueno-san wa Bukiyou,6.61,5476,1640,"Comedy, Romance, Seinen",12,"Jan 7, 2019","Mar 25, 2019",Nippon Columbia,Lesprit
Mahou Shoujo Tokushusen Asuka,6.33,6973,2049,"Action, Drama, Magic, Military, Seinen",12,"Jan 12, 2019","Mar 30, 2019","None found, add some",LIDENFILMS
Girly Air Force,6.16,7810,2137,"Action, Sci-Fi",12,"Jan 10, 2019","Mar 28, 2019",Sotsu,Satelight
Endro~!,6.92,4037,2172,"Fantasy, Magic, Slice of Life",12,"Jan 13, 2019","Mar 31, 2019",Egg Firm,Studio Gokumi
Revisions,6.08,8198,2372,"Action, Sci-Fi, Mecha",12,"Jan 10, 2019","Mar 28, 2019","Fuji TV, Slow Curve",Shirogumi
Fukigen na Mononokean Tsuzuki,7.57,1395,2719,"Comedy, Demons, Supernatural",13,"Jan 5, 2019","Mar 30, 2019","VAP, Square Enix, AT-X, Nippon Columbia, Age Global Networks, Yomiuri TV Enterprise, Kanon Sound, RAY",Pierrot Plus
Meiji Tokyo Renka,6.97,3871,2767,"Harem, Historical, Supernatural, Romance, Shoujo",12,"Jan 9, 2019","Mar 27, 2019","BS Fuji, MAGES., Tokyo MX, TV Aichi",TMS Entertainment
Piano no Mori (TV) 2nd Season,7.40,1959,2840,"Comedy, Drama, Music, School, Seinen",12,"Jan 28, 2019","Apr 15, 2019",NHK,Gaina
Grimms Notes The Animation,5.97,8680,2859,"Action, Adventure, Magic, Fantasy",12,"Jan 11, 2019","Mar 29, 2019","Square Enix, Pony Canyon, Avex Pictures",Brain's Base
Egao no Daika,6.05,8347,3071,"Military, Slice of Life, Drama, Fantasy, Mecha",12,"Jan 4, 2019","Mar 22, 2019","VAP, WOWOW, MediaNet, YTV, Asmik Ace, Nippon Television Network, Tokyo MX, Dynamo Pictures, Rakuten, Happinet",Tatsunoko Production
BanG Dream! 2nd Season,7.59,1334,3101,Music,13,"Jan 3, 2019","Mar 28, 2019","Ultra Super Pictures, Bushiroad, Tokyo MX, Good Smile Company, HoriPro International, Cloud22",SANZIGEN
Kemurikusa (TV),7.07,3446,3509,"Fantasy, Sci-Fi",12,"Jan 9, 2019","Mar 27, 2019","flying DOG, BS Fuji, Tokyo MX",Yaoyorozu
"Papa datte, Shitai",6.00,8562,3521,Shounen Ai,8,"Jan 7, 2019","Feb 25, 2019","Picante Circus, Suiseisha",Magic Bus
W'z,5.54,10119,3748,"Action, Music",13,"Jan 6, 2019","Mar 31, 2019","Frontier Works, Mainichi Broadcasting System, Movic, Sony Music Communications, Glovision, Hakuhodo DY Music & Pictures, Medicos Entertainment, Kadokawa Media House, Sega Interactive, GOON TRAX, FABTONE",GoHands
Pastel Memories,5.10,11106,4176,"Action, Sci-Fi, Adventure",12,"Jan 8, 2019","Mar 26, 2019","MAGES., FuRyu",Project No.9
Circlet Princess,5.97,8670,4428,"Action, School, Sci-Fi, Sports",12,"Jan 8, 2019","Mar 26, 2019",Lantis,SILVER LINK.
Kemono Friends 2,5.86,9050,4463,"Adventure, Comedy",12,"Jan 15, 2019","Apr 2, 2019","None found, add some",Tomason
B-Project: Zecchou*Emotion,6.72,4917,4783,"Music, Shoujo",12,"Jan 12, 2019","Mar 30, 2019","AT-X, Dwango, MAGES., Asahi Broadcasting, Tochigi TV",Bandai Namco Pictures
Rinshi!! Ekoda-chan,5.53,10127,5319,"Slice of Life, Comedy, Seinen",11,"Jan 9, 2019","Mar 27, 2019","Sotsu, AT-X, Tokyo MX, Exit Tunes, Radio Osaka, Rakuten, Cloud22","Kinema Citrus, Ascension, Creators in Pack, Zero-G"
Choujigen Kakumei Anime: Dimension High School,5.16,10991,5489,School,11,"Jan 10, 2019","Mar 21, 2019","Polygon Pictures, Polygon Magic",Asmik Ace
Ame-iro Cocoa: Side G,4.85,11395,5734,"Slice of Life, Comedy",12,"Jan 9, 2019","Mar 27, 2019","None found, add some",EMT Squared
Bermuda Triangle: Colorful Pastrale,5.46,10320,5949,"Music, Fantasy",12,"Jan 12, 2019","Mar 30, 2019",Bushiroad,Seven Arcs Pictures
Mannaka no Rikkun@Kin Tele,N/A,16419,13589,"Comedy, Seinen",12,"Jan 9, 2019","Mar 27, 2019",TV Tokyo,Sakura Create
Ju Bing Chang Cheng Zhuan,N/A,15697,14142,"Action, Adventure, Demons, Kids, Magic, Fantasy",40,"Jan 26, 2019","Mar 24, 2019","None found, add some",2:10 AM Animation
Mr. Shadow,N/A,11837,14538,Supernatural,3,"Jan 10, 2019","Jan 24, 2019",Fuji TV,"None found, add some"
Lalala Lala-chan: Lala to Mainichi,N/A,16249,15381,"Adventure, Kids, Fantasy",12,"Dec 24, 2018","Jan 10, 2019","None found, add some","None found, add some"
Oshiri Tantei 2nd Season,N/A,12273,17087,"Mystery, Comedy, Kids, Fantasy",16,"Dec 1, 2018","Mar 30, 2019",NHK,Toei Animation
Kaze ga Tsuyoku Fuiteiru,8.42,141,746,"Comedy, Sports, Drama",23,"Oct 3, 2018","Mar 27, 2019","Movic, Nippon Television Network, TOHO animation, Toy's Factory, Cygames, Yomiuri Shimbun, MediaLink Entertainment Limited",Production I.G
Toaru Majutsu no Index III,6.78,4679,868,"Action, Sci-Fi, Super Power, Magic",26,"Oct 5, 2018","Apr 5, 2019","Square Enix, Movic, AT-X, Warner Bros. Japan, NBCUniversal Entertainment Japan, Kadokawa",J.C.Staff
Hinomaruzumou,7.58,1355,1662,"Martial Arts, Shounen, Sports",24,"Oct 5, 2018","Mar 29, 2019","Nihon Ad Systems, Pony Canyon, Shueisha, BS11, Jinnan Studio, Cygames, CA-Cygames Anime Fund",Gonzo
Captain Tsubasa (2018),7.41,1920,2224,"Action, Sports, Shounen",52,"Apr 3, 2018","Apr 2, 2019","TV Tokyo, Warner Bros. Japan, NAZ, Shueisha, Imagine",David Production
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",7.15,3100,3185,"Comedy, Drama, Mystery, Police",23,"Oct 6, 2018","Mar 30, 2019","Aniplex, Capcom",CloverWorks
Layton Mystery Tanteisha: Katri no Nazotoki File,7.26,2584,4501,"Mystery, Comedy, Kids",50,"Apr 8, 2018","Mar 31, 2019",Level-5,LIDENFILMS
Pingu in the City (2018),6.44,6396,5440,"Slice of Life, Comedy, Kids",26,"Oct 6, 2018","Mar 30, 2019","NHK, NHK Enterprises, Mattel Creations",Polygon Pictures
Beyblade Burst Chouzetsu,6.33,6949,5534,"Action, Sci-Fi, Adventure, Sports, Kids",51,"Apr 2, 2018","Mar 25, 2019","None found, add some",OLM
"Okoshiyasu, Chitose-chan",6.64,5334,6730,"Slice of Life, Comedy, Josei",24,"Oct 6, 2018","Mar 23, 2019",VAP,Gathering
Future Card Shin Buddyfight,6.41,6565,9056,Game,47,"Jun 2, 2018","Apr 27, 2019","None found, add some","Xebec, OLM"
Youkai Watch: Shadow Side,6.58,5654,9564,"Comedy, Demons, Kids, Supernatural",49,"Apr 13, 2018","Mar 29, 2019",TV Tokyo,OLM
Asa Da yo! Kaishain,N/A,14285,12068,Comedy,744,"Apr 4, 2016","Mar 29, 2019","None found, add some",DLE
Shounen Ashibe: Go! Go! Goma-chan 3,5.77,9347,12204,"Slice of Life, Comedy, Seinen",32,"Apr 3, 2018","Feb 26, 2019","None found, add some","Bridge, Husio Studio"
Usagi no Matthew,N/A,13616,12205,Slice of Life,52,"Apr 5, 2018","Apr 4, 2019","None found, add some",Kachidoki Studio
Neko Neko Nihonshi 3rd Season,N/A,11970,13149,"Historical, Parody, Kids, Samurai",32,"Apr 4, 2018","Feb 27, 2019",NHK,Joker Films
Hoshi no Shima no Nyanko,N/A,15458,13695,"Adventure, Slice of Life",26,"Oct 6, 2018","Mar 30, 2019","Include P.D., Ongaq",Animation Planet
Dragon Egg,N/A,14841,14886,"Action, Sci-Fi, Kids",52,"Nov 6, 2017","Apr 25, 2019","None found, add some","None found, add some"
Zhu Zhu Xia: Jing Qiu Xiao Yingxiong,N/A,14081,16039,"Sci-Fi, Sports, Super Power, Kids",104,"May 18, 2018","Mar 28, 2019","None found, add some","None found, add some"
Kkoma Bus Tayo 5,N/A,16048,16328,"Cars, Kids",26,"Aug 29, 2018","Feb 20, 2019","None found, add some","None found, add some"
Gaki ni Modotte Yarinaoshi!!!,6.92,?,5345,"Hentai, School",2,"Jan 18, 2019","Sep 20, 2019","None found, add some",SELFISH
Final Fantasy XV: Episode Ardyn - Prologue,6.60,5522,5660,Action,1,"Feb 17, 2019",?,Square Enix,Satelight
"Wei, Kanjian Erduo La! 2",7.42,1897,5895,"Slice of Life, Comedy, Shounen Ai",12,"Feb 2, 2019","Apr 13, 2019","bilibili, Alchemy Bros.",monofilmo
Mahoutsukai no Yome: Gakuin-hen,7.00,3753,6048,"Slice of Life, Magic, Fantasy, Shounen",1,"Mar 10, 2019",?,"None found, add some",Wit Studio
Otona no Bouguya-san (Rimen),5.46,10334,6090,"Comedy, Ecchi, Fantasy",3,"Mar 6, 2019","Mar 20, 2019","None found, add some","None found, add some"
Gundam vs Hello Kitty,6.47,6237,7455,"Sci-Fi, Space, Comedy, Kids, Fantasy, Mecha",3,"Mar 29, 2019","Jan 15, 2020","Sunrise, Sanrio, Sunrise Beyond","None found, add some"
Huyao Xiao Hongniang: Zhu Ye,7.47,1718,7515,"Comedy, Historical, Supernatural, Drama, Romance",12,"Mar 1, 2019","May 10, 2019","Tencent Animation & Comics, Tencent Penguin Pictures","Haoliners Animation League, Garden Culture"
Fight League: Gear Gadget Generators,6.14,7912,7892,"Action, Sci-Fi, Mecha",26,"Feb 14, 2019","Aug 8, 2019",Magic Capsule,"Sunrise, Bandai Namco Pictures, XFLAG"
Ling Feng Zhe,6.11,8056,8048,"Slice of Life, Historical, Drama, Romance",7,"Jan 28, 2019","Mar 4, 2019",bilibili,Wawayu Animation
A New Journey,6.18,7678,9527,"Action, Game",1,"Jan 18, 2019",?,"None found, add some",P.A. Works
Ojamajo Doremi: Owarai Gekijou,6.23,7443,9997,"Comedy, Magic",26,"Mar 23, 2019","Mar 22, 2020",Toei Animation,"None found, add some"
Ikebukuro PR Anime,6.16,7813,10106,Fantasy,1,"Jan 17, 2019",?,animate,Shaft
Soba e,6.09,8127,10249,"Music, Fantasy",1,"Mar 6, 2019",?,"None found, add some",Orange
Beyond Creation,6.36,6772,10573,"Fantasy, Magic",1,"Feb 16, 2019",?,"None found, add some",Live2D Creative Studio
Donbei x Kemurikusa,5.51,10189,10685,Fantasy,1,"Feb 27, 2019",?,"None found, add some","None found, add some"
Osomatsu-san Movie: Gekijou Koukai Kinen - Original Tanpen Gekijou,6.29,7124,10861,"Comedy, Parody",7,"Mar 1, 2019","Mar 15, 2019","None found, add some",Studio Pierrot
